,ID,SRM,Name,DateIssued,Measureand,InChI,CertRef,Value,Uncertainty,95low,95high,u,UnitNumerator,UnitDenominator,Mass/Volume,WetDry,Uncertainty.1,k
152,,SRM 1577c,Bovine Liver,2009-06-15,Cs,1S/Cs,Ref,21.7,1.4,20.3,23.099999999999998,0.7,µg,kg,M,,1.4,2.0
153,,SRM 1577c,Bovine Liver,2009-06-15,Cu,1S/Cu,Cert,275.2,4.6,270.59999999999997,279.8,2.3,mg,kg,M,,4.6,2.0
154,,SRM 1577c,Bovine Liver,2009-06-15,Fe,1S/Fe,Cert,197.94,0.65,197.29,198.59,0.325,mg,kg,M,,0.65,2.0
155,,SRM 1577c,Bovine Liver,2009-06-15,H,,Ref,7.35,0.24,7.109999999999999,7.59,0.12,%,,,,0.24,2.0
156,,SRM 1577c,Bovine Liver,2009-06-15,Hg,1S/Hg,Ref,5.36,0.17,5.19,5.53,0.085,µg,kg,M,,0.17,2.0
157,,SRM 1577c,Bovine Liver,2009-06-15,K,,Cert,1.023,0.064,0.9589999999999999,1.087,0.03248730964467005,%,,,,0.064,1.97
158,,SRM 1577c,Bovine Liver,2009-06-15,Mg,,Cert,620.0,42.0,578.0,662.0,21.0,mg,kg,M,,42.0,2.0
159,,SRM 1577c,Bovine Liver,2009-06-15,Mn,1S/Mn,Cert,10.46,0.47,9.99,10.930000000000001,0.235,mg,kg,M,,0.47,2.0
160,,SRM 1577c,Bovine Liver,2009-06-15,Mo,1S/Mo,Cert,3.3,0.13,3.17,3.4299999999999997,0.065,mg,kg,M,,0.13,2.0
161,,SRM 1577c,Bovine Liver,2009-06-15,N,,Ref,10.3,0.34,9.96,10.64,0.085,%,,,,0.34,4.0
162,,SRM 1577c,Bovine Liver,2009-06-15,Na,,Cert,0.2033,0.0064,0.19690000000000002,0.2097,0.0032,%,,,,0.0064,2.0
163,,SRM 1577c,Bovine Liver,2009-06-15,Ni,1S/Ni,Cert,44.5,9.2,35.3,53.7,4.6,µg,kg,M,,9.2,2.0
164,,SRM 1577c,Bovine Liver,2009-06-15,P,,Ref,1.175,0.027,1.1480000000000001,1.202,0.0135,%,,,,0.027,2.0
165,,SRM 1577c,Bovine Liver,2009-06-15,Pb,1S/Pb,Cert,62.8,1.0,61.8,63.8,0.5,µg,kg,M,,1.0,2.0
166,,SRM 1577c,Bovine Liver,2009-06-15,Rb,1S/Rb,Ref,35.3,1.1,34.199999999999996,36.4,0.55,mg,kg,M,,1.1,2.0
167,,SRM 1577c,Bovine Liver,2009-06-15,S,"1S/F3NS/c1-5(2,3)4",Cert,0.749,0.034,0.715,0.783,0.017,%,,,,0.034,2.0
168,,SRM 1577c,Bovine Liver,2009-06-15,Sb,1S/Sb,Ref,3.13,0.31,2.82,3.44,0.155,µg,kg,M,,0.31,2.0
169,,SRM 1577c,Bovine Liver,2009-06-15,Se,1S/Se,Cert,2.031,0.045,1.9860000000000002,2.076,0.0225,mg,kg,M,,0.045,2.0
170,,SRM 1577c,Bovine Liver,2009-06-15,Sr,1S/Sr,Cert,95.3,4.2,91.1,99.5,2.1,µg,kg,M,,4.2,2.0
171,,SRM 1577c,Bovine Liver,2009-06-15,V,1S/V,Cert,8.17,0.66,7.51,8.83,0.33,µg,kg,M,,0.66,2.0
172,,SRM 1577c,Bovine Liver,2009-06-15,Zn,1S/Zn,Cert,181.1,1.0,180.1,182.1,0.5,mg,kg,M,,1.0,2.0
173,,SRM 1598a,Inorganic Constituents in Animal Serum,2008-08-25,Al,,Ref,2.3,0.6,1.6999999999999997,2.9,0.3,ug,L,V,wet,0.6,2.0
174,,SRM 1598a,Inorganic Constituents in Animal Serum,2008-08-25,Ca,,Ref,96.0,7.0,89.0,103.0,3.5,mg,L,V,wet,7.0,2.0
175,,SRM 1598a,Inorganic Constituents in Animal Serum,2008-08-25,Cd,1S/Cd,Cert,0.048,0.004,0.044,0.052000000000000005,0.002,ug,L,V,wet,0.004,2.0
176,,SRM 1598a,Inorganic Constituents in Animal Serum,2008-08-25,Co,1S/Co,Cert,1.24,0.07,1.17,1.31,0.035,ug,L,V,wet,0.07,2.0
177,,SRM 1598a,Inorganic Constituents in Animal Serum,2008-08-25,Cr,1S/Cr,Ref,0.33,0.08,0.25,0.41000000000000003,0.04,ug,L,V,wet,0.08,2.0
178,,SRM 1598a,Inorganic Constituents in Animal Serum,2008-08-25,Cs,1S/Cs,Cert,0.64,0.1,0.54,0.74,0.05,ug,L,V,wet,0.1,2.0
179,,SRM 1598a,Inorganic Constituents in Animal Serum,2008-08-25,Cu,1S/Cu,Cert,1580.0,90.0,1490.0,1670.0,45.0,ug,L,V,wet,90.0,2.0
180,,SRM 1598a,Inorganic Constituents in Animal Serum,2008-08-25,Fe,1S/Fe,Cert,1680.0,60.0,1620.0,1740.0,30.0,ug,L,V,wet,60.0,2.0
181,,SRM 1598a,Inorganic Constituents in Animal Serum,2008-08-25,Hg,1S/Hg,Ref,0.32,0.19,0.13,0.51,0.095,ug,L,V,wet,0.19,2.0
182,,SRM 1598a,Inorganic Constituents in Animal Serum,2008-08-25,Mn,1S/Mn,Cert,1.78,0.33,1.45,2.11,0.165,ug,L,V,wet,0.33,2.0
183,,SRM 1598a,Inorganic Constituents in Animal Serum,2008-08-25,Mo,1S/Mo,Ref,5.5,1.0,4.5,6.5,0.5,ug,L,V,wet,1.0,2.0
184,,SRM 1598a,Inorganic Constituents in Animal Serum,2008-08-25,Ni,1S/Ni,Cert,0.94,0.18,0.76,1.1199999999999999,0.09,ug,L,V,wet,0.18,2.0
185,,SRM 1598a,Inorganic Constituents in Animal Serum,2008-08-25,Rb,1S/Rb,Cert,274.0,19.0,255.0,293.0,9.5,ug,L,V,wet,19.0,2.0
186,,SRM 1598a,Inorganic Constituents in Animal Serum,2008-08-25,Sb,1S/Sb,Cert,1.0,0.15,0.85,1.15,0.075,ug,L,V,wet,0.15,2.0
187,,SRM 1598a,Inorganic Constituents in Animal Serum,2008-08-25,Se,1S/Se,Cert,134.4,5.8,128.6,140.20000000000002,2.9,ug,L,V,wet,5.8,2.0
188,,SRM 1598a,Inorganic Constituents in Animal Serum,2008-08-25,V,1S/V,Cert,1.88,0.11,1.7699999999999998,1.99,0.055,ug,L,V,wet,0.11,2.0
189,,SRM 1598a,Inorganic Constituents in Animal Serum,2008-08-25,Zn,1S/Zn,Cert,880.0,24.0,856.0,904.0,12.0,ug,L,V,wet,24.0,2.0
190,,SRM 1641e,Mercury in Water,2014-12-11,Mercury,1S/Hg,Cert,0.1016,0.0017,0.0999,0.10329999999999999,0.00085,mg,kg,M,wet,0.0017,2.0
191,,SRM 1649b,Urban Dust,2009-02-23,"1,2,3,4,6,7,8-Heptachlorodibenzofuran",1S/C12HCl7O/c13-3-1-2-4-6(15)7(16)8(17)10(19)12(4)20-11(2)9(18)5(3)14/h1H,Ref,3.44,0.06,3.38,3.5,0.03,ug,kg,M,,0.06,2.0
192,,SRM 1649b,Urban Dust,2009-02-23,"1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin",1S/C12HCl7O2/c13-2-1-3-10(7(17)4(2)14)21-12-9(19)6(16)5(15)8(18)11(12)20-3/h1H,Ref,17.1,0.5,16.6,17.6,0.25,ug,kg,M,,0.5,2.0
193,,SRM 1649b,Urban Dust,2009-02-23,"1,2,3,4,7,8,9-Heptachlorodibenzofuran",1S/C12HCl7O/c13-2-1-3-4(7(15)6(2)14)5-8(16)9(17)10(18)11(19)12(5)20-3/h1H,Ref,0.436,0.008,0.428,0.444,0.004,ug,kg,M,,0.008,2.0
194,,SRM 1649b,Urban Dust,2009-02-23,"1,2,3,4,7,8-Hexachlorodibenzofuran",1S/C12H2Cl6O/c13-4-1-3-6(2-5(4)14)19-12-7(3)8(15)9(16)10(17)11(12)18/h1-2H,Ref,0.987,0.023,0.964,1.01,0.0115,ug,kg,M,,0.023,2.0
195,,SRM 1649b,Urban Dust,2009-02-23,"1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin",1S/C12H2Cl6O2/c13-3-1-5-6(2-4(3)14)20-12-10(18)8(16)7(15)9(17)11(12)19-5/h1-2H,Ref,0.226,0.005,0.221,0.231,0.0025,ug,kg,M,,0.005,2.0
196,,SRM 1649b,Urban Dust,2009-02-23,"1,2,3,6,7,8-Hexachlorodibenzofuran",1S/C12H2Cl6O/c13-4-1-3-7-6(2-5(14)8(15)10(7)17)19-12(3)11(18)9(4)16/h1-2H,Ref,0.377,0.012,0.365,0.389,0.006,ug,kg,M,,0.012,2.0
197,,SRM 1649b,Urban Dust,2009-02-23,"1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin",1S/C12H2Cl6O2/c13-3-1-5-11(9(17)7(3)15)20-6-2-4(14)8(16)10(18)12(6)19-5/h1-2H,Ref,0.654,0.022,0.632,0.676,0.011,ug,kg,M,,0.022,2.0
198,,SRM 1649b,Urban Dust,2009-02-23,"1,2,3,7,8,9-Hexachlorodibenzofuran",1S/C12H2Cl6O/c13-3-1-5-7(11(17)9(3)15)8-6(19-5)2-4(14)10(16)12(8)18/h1-2H,Ref,0.041,0.002,0.039,0.043000000000000003,0.001,ug,kg,M,,0.002,2.0
199,,SRM 1649b,Urban Dust,2009-02-23,"1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin",1S/C12H2Cl6O2/c13-3-1-5-11(9(17)7(3)15)20-12-6(19-5)2-4(14)8(16)10(12)18/h1-2H,Ref,0.522,0.029,0.493,0.551,0.0145,ug,kg,M,,0.029,2.0
200,,SRM 1649b,Urban Dust,2009-02-23,"1,2,3,7,8-Pentachlorodibenzofuran",1S/C12H3Cl5O/c13-5-1-4-8(2-6(5)14)18-9-3-7(15)11(16)12(17)10(4)9/h1-3H,Ref,0.088,0.004,0.08399999999999999,0.092,0.002,ug,kg,M,,0.004,2.0
201,,SRM 1649b,Urban Dust,2009-02-23,"1,2,3,7,8-Pentachlorodibenzo-p-dioxin",1S/C12H3Cl5O2/c13-4-1-7-8(2-5(4)14)19-12-9(18-7)3-6(15)10(16)11(12)17/h1-3H,Ref,0.086,0.002,0.08399999999999999,0.088,0.001,ug,kg,M,,0.002,2.0
202,,SRM 1649b,Urban Dust,2009-02-23,"1,7-Dimethylphenanthrene","1S/C16H14/c1-11-6-8-15-13(10-11)7-9-14-12(2)4-3-5-16(14)15/h3-10H,1-2H3",Ref,0.225,0.018,0.20700000000000002,0.243,0.009,mg,kg,M,,0.018,2.0
203,,SRM 1649b,Urban Dust,2009-02-23,1-Methylfluoranthene,,Ref,0.132,0.017,0.115,0.14900000000000002,0.0085,mg,kg,M,,0.017,2.0
204,,SRM 1649b,Urban Dust,2009-02-23,1-Methylphenanthrene,"1S/C15H12/c1-11-5-4-8-15-13(11)10-9-12-6-2-3-7-14(12)15/h2-10H,1H3",Ref,0.346,0.063,0.283,0.409,0.0315,mg,kg,M,,0.063,2.0
205,,SRM 1649b,Urban Dust,2009-02-23,1-Methylpyrene,"1S/C17H12/c1-11-5-6-14-8-7-12-3-2-4-13-9-10-15(11)17(14)16(12)13/h2-10H,1H3",Ref,0.347,0.041,0.306,0.38799999999999996,0.0205,mg,kg,M,,0.041,2.0
206,,SRM 1649b,Urban Dust,2009-02-23,1-Nitronaphthalene,1S/C10H7NO2/c12-11(13)10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,Ref,7.2,0.1,7.1000000000000005,7.3,0.05,ug,kg,M,,0.1,2.0
207,,SRM 1649b,Urban Dust,2009-02-23,1-Nitropyrene,1S/C16H9NO2/c18-17(19)14-9-7-12-5-4-10-2-1-3-11-6-8-13(14)16(12)15(10)11/h1-9H,Ref,71.8,1.3,70.5,73.1,0.65,ug,kg,M,,1.3,2.0
208,,SRM 1649b,Urban Dust,2009-02-23,"2,2,3-exo,5,5,8,9,10,10-nonachlorobornane",,Ref,8.61,0.26,8.35,8.87,0.13,ug,kg,M,,0.26,2.0
209,,SRM 1649b,Urban Dust,2009-02-23,"2,2,3-exo,5,5,9,9,10,10-nonachlorobornane",,Ref,1.31,0.02,1.29,1.33,0.01,ug,kg,M,,0.02,2.0
210,,SRM 1649b,Urban Dust,2009-02-23,"2,2,3-exo,5-endo,6-exo,8,9,10,10-nonachlorobornane",,Ref,3.04,0.08,2.96,3.12,0.04,ug,kg,M,,0.08,2.0
211,,SRM 1649b,Urban Dust,2009-02-23,"2,2,3-exo,5-endo,6-exo,8,9,10-octachlorobornane",,Ref,2.38,0.04,2.34,2.42,0.02,ug,kg,M,,0.04,2.0
212,,SRM 1649b,Urban Dust,2009-02-23,"2,2,3-exo,8,8,9,10-heptachlorocamphene",,Ref,1.18,0.02,1.16,1.2,0.01,ug,kg,M,,0.02,2.0
213,,SRM 1649b,Urban Dust,2009-02-23,"2,2,3-exo,8,8,9,9,10-octachlorocamphene",,Ref,1.45,0.02,1.43,1.47,0.01,ug,kg,M,,0.02,2.0
214,,SRM 1649b,Urban Dust,2009-02-23,"2,2,5,5,8,9,10-heptachlorobornane",,Ref,1.66,0.11,1.5499999999999998,1.77,0.055,ug,kg,M,,0.11,2.0
215,,SRM 1649b,Urban Dust,2009-02-23,"2,2,5,5,8,9,9,10,10-nonachlorobornane",,Ref,7.36,0.19,7.17,7.550000000000001,0.095,ug,kg,M,,0.19,2.0
216,,SRM 1649b,Urban Dust,2009-02-23,"2,2,5-endo,6-exo,8,8,9,10,10-nonachlorobornane",,Ref,2.79,0.07,2.72,2.86,0.035,ug,kg,M,,0.07,2.0
217,,SRM 1649b,Urban Dust,2009-02-23,"2,2,5-endo,6-exo,8,8,9,10-octachlorobornane",,Ref,7.89,0.17,7.72,8.06,0.085,ug,kg,M,,0.17,2.0
218,,SRM 1649b,Urban Dust,2009-02-23,"2,2,5-endo,6-exo,8,9,10,10-octachlorobornane",,Ref,5.46,0.19,5.27,5.65,0.095,ug,kg,M,,0.19,2.0
219,,SRM 1649b,Urban Dust,2009-02-23,"2,2,5-endo,6-exo,8,9,10-heptachlorobornane",,Ref,8.34,0.11,8.23,8.45,0.055,ug,kg,M,,0.11,2.0
220,,SRM 1649b,Urban Dust,2009-02-23,"2,3,4,6,7,8-Hexachlorodibenzofuran",1S/C12H2Cl6O/c13-5-1-3-4-2-6(14)8(16)10(18)12(4)19-11(3)9(17)7(5)15/h1-2H,Ref,0.507,0.046,0.461,0.553,0.023,ug,kg,M,,0.046,2.0
221,,SRM 1649b,Urban Dust,2009-02-23,"2,3,4,7,8-Pentachlorodibenzofuran",1S/C12H3Cl5O/c13-6-1-4-5-2-8(15)10(16)11(17)12(5)18-9(4)3-7(6)14/h1-3H,Ref,0.28,0.01,0.27,0.29000000000000004,0.005,ug,kg,M,,0.01,2.0
222,,SRM 1649b,Urban Dust,2009-02-23,"2,3,7,8-Tetrachlorodibenzofuran",1S/C12H4Cl4O/c13-7-1-5-6-2-8(14)10(16)4-12(6)17-11(5)3-9(7)15/h1-4H,Ref,0.041,0.003,0.038,0.044000000000000004,0.0015,ug,kg,M,,0.003,2.0
223,,SRM 1649b,Urban Dust,2009-02-23,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",1S/C12H4Cl4O2/c13-5-1-9-10(2-6(5)14)18-12-4-8(16)7(15)3-11(12)17-9/h1-4H,Ref,0.008,0.001,0.007,0.009000000000000001,0.0005,ug,kg,M,,0.001,2.0
224,,SRM 1649b,Urban Dust,2009-02-23,"2,4'-DDD","1S/C14H10Cl4/c15-10-7-5-9(6-8-10)13(14(17)18)11-3-1-2-4-12(11)16/h1-8,13-14H",Ref,13.3,0.6,12.700000000000001,13.9,0.3,ug,kg,M,,0.6,2.0
225,,SRM 1649b,Urban Dust,2009-02-23,"2,4'-DDE",1S/C14H8Cl4/c15-10-7-5-9(6-8-10)13(14(17)18)11-3-1-2-4-12(11)16/h1-8H,Ref,4.6,0.3,4.3,4.8999999999999995,0.15,ug,kg,M,,0.3,2.0
226,,SRM 1649b,Urban Dust,2009-02-23,"2,4'-DDT","1S/C14H9Cl5/c15-10-7-5-9(6-8-10)13(14(17,18)19)11-3-1-2-4-12(11)16/h1-8,13H",Ref,38.6,2.6,36.0,41.2,1.3,ug,kg,M,,2.6,2.0
227,,SRM 1649b,Urban Dust,2009-02-23,"2-endo,3-exo,5-endo,6-exo,8,8,10,10-octachlorobornane",,Ref,1.76,0.03,1.73,1.79,0.015,ug,kg,M,,0.03,2.0
228,,SRM 1649b,Urban Dust,2009-02-23,"2-endo,3-exo,5-endo,6-exo,8,8,9,10,10-nonachlorobornane",,Ref,7.78,0.29,7.49,8.07,0.145,ug,kg,M,,0.29,2.0
229,,SRM 1649b,Urban Dust,2009-02-23,"2-endo,3-exo,5-endo,6-exo,8,9,10,10-octachlorobornane",,Ref,8.75,0.14,8.61,8.89,0.07,ug,kg,M,,0.14,2.0
230,,SRM 1649b,Urban Dust,2009-02-23,"2-endo,3-exo,5-endo,6-exo,8,9,10-heptachlorobornane",,Ref,1.04,0.02,1.02,1.06,0.01,ug,kg,M,,0.02,2.0
231,,SRM 1649b,Urban Dust,2009-02-23,"2-endo,3-exo,6-exo,8,8,9,10,10-octachlorobornane",,Ref,1.88,0.13,1.75,2.01,0.065,ug,kg,M,,0.13,2.0
232,,SRM 1649b,Urban Dust,2009-02-23,"2-exo,3,3,5-exo,6-endo,8,9,10,10-nonachlorobornane",,Ref,1.08,0.02,1.06,1.1,0.01,ug,kg,M,,0.02,2.0
233,,SRM 1649b,Urban Dust,2009-02-23,"2-exo,3-endo,5-exo,8,9,10,10-heptachlorobornane",,Ref,2.07,0.04,2.03,2.11,0.02,ug,kg,M,,0.04,2.0
234,,SRM 1649b,Urban Dust,2009-02-23,"2-exo,3-endo,5-exo,8,9,9,10,10-octachlorobornane",,Ref,6.06,0.22,5.84,6.279999999999999,0.11,ug,kg,M,,0.22,2.0
235,,SRM 1649b,Urban Dust,2009-02-23,"2-exo,5,5,8,9,9,10,10-octachlorobornane",,Ref,3.87,0.04,3.83,3.91,0.02,ug,kg,M,,0.04,2.0
236,,SRM 1649b,Urban Dust,2009-02-23,2-Methylchrysene,"1S/C19H14/c1-13-6-9-17-15(12-13)8-11-18-16-5-3-2-4-14(16)7-10-19(17)18/h2-12H,1H3",Ref,0.348,0.006,0.34199999999999997,0.354,0.003,mg,kg,M,,0.006,2.0
237,,SRM 1649b,Urban Dust,2009-02-23,2-Methylphenanthrene,"1S/C15H12/c1-11-6-9-15-13(10-11)8-7-12-4-2-3-5-14(12)15/h2-10H,1H3",Ref,0.79,0.11,0.68,0.9,0.055,mg,kg,M,,0.11,2.0
238,,SRM 1649b,Urban Dust,2009-02-23,2-Methylpyrene,"1S/C17H12/c1-11-9-14-7-5-12-3-2-4-13-6-8-15(10-11)17(14)16(12)13/h2-10H,1H3",Ref,0.521,0.01,0.511,0.531,0.005,mg,kg,M,,0.01,2.0
239,,SRM 1649b,Urban Dust,2009-02-23,2-Nitrofluoranthene,1S/C16H9NO2/c18-17(19)11-8-10-4-3-7-14-12-5-1-2-6-13(12)15(9-11)16(10)14/h1-9H,Ref,311.0,5.0,306.0,316.0,2.5,ug,kg,M,,5.0,2.0
240,,SRM 1649b,Urban Dust,2009-02-23,2-Nitronaphthalene,1S/C10H7NO2/c12-11(13)10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,Ref,11.4,0.3,11.1,11.700000000000001,0.15,ug,kg,M,,0.3,2.0
241,,SRM 1649b,Urban Dust,2009-02-23,2-Nitropyrene,1S/C16H9NO2/c18-17(19)14-8-12-6-4-10-2-1-3-11-5-7-13(9-14)16(12)15(10)11/h1-9H,Ref,10.8,0.3,10.5,11.100000000000001,0.15,ug,kg,M,,0.3,2.0
242,,SRM 1649b,Urban Dust,2009-02-23,3-Methylchrysene,"1S/C19H14/c1-13-6-7-15-9-10-17-16-5-3-2-4-14(16)8-11-18(17)19(15)12-13/h2-12H,1H3",Ref,0.229,0.003,0.226,0.232,0.0015,mg,kg,M,,0.003,2.0
243,,SRM 1649b,Urban Dust,2009-02-23,3-Methylfluoranthene,,Ref,0.326,0.044,0.28200000000000003,0.37,0.022,mg,kg,M,,0.044,2.0
244,,SRM 1649b,Urban Dust,2009-02-23,3-Methylphenanthrene,"1S/C15H12/c1-11-6-7-13-9-8-12-4-2-3-5-14(12)15(13)10-11/h2-10H,1H3",Ref,0.508,0.055,0.453,0.5630000000000001,0.0275,mg,kg,M,,0.055,2.0
245,,SRM 1649b,Urban Dust,2009-02-23,3-Nitrobiphenyl,1S/C12H9NO2/c14-13(15)12-8-4-7-11(9-12)10-5-2-1-3-6-10/h1-9H,Ref,3.5,0.1,3.4,3.6,0.05,ug,kg,M,,0.1,2.0
246,,SRM 1649b,Urban Dust,2009-02-23,3-Nitrofluoranthene,1S/C16H9NO2/c18-17(19)15-9-8-13-11-5-2-1-4-10(11)12-6-3-7-14(15)16(12)13/h1-9H,Ref,4.6,0.1,4.5,4.699999999999999,0.05,ug,kg,M,,0.1,2.0
247,,SRM 1649b,Urban Dust,2009-02-23,3-Nitrophenanthrene,1S/C14H9NO2/c16-15(17)12-8-7-11-6-5-10-3-1-2-4-13(10)14(11)9-12/h1-9H,Ref,22.1,0.3,21.8,22.400000000000002,0.15,ug,kg,M,,0.3,2.0
248,,SRM 1649b,Urban Dust,2009-02-23,"4,4'-DDD","1S/C14H10Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8,13-14H",Cert,36.8,1.9,34.9,38.699999999999996,0.95,ug,kg,M,,1.9,2.0
249,,SRM 1649b,Urban Dust,2009-02-23,"4,4'-DDE",1S/C14H8Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8H,Cert,49.5,1.3,48.2,50.8,0.65,ug,kg,M,,1.3,2.0
250,,SRM 1649b,Urban Dust,2009-02-23,"4,4'-DDT","1S/C14H9Cl5/c15-11-5-1-9(2-6-11)13(14(17,18)19)10-3-7-12(16)8-4-10/h1-8,13H",Ref,230.0,34.0,196.0,264.0,17.0,ug,kg,M,,34.0,2.0
251,,SRM 1649b,Urban Dust,2009-02-23,4H-Cyclopenta[def]phenanthrene,,Cert,0.252,0.018,0.234,0.27,0.009,mg,kg,M,,0.018,2.0
252,,SRM 1649b,Urban Dust,2009-02-23,4-Methylpyrene,"1S/C17H12/c1-11-10-14-6-2-4-12-8-9-13-5-3-7-15(11)17(13)16(12)14/h2-10H,1H3",Ref,0.226,0.014,0.212,0.24000000000000002,0.007,mg,kg,M,,0.014,2.0
253,,SRM 1649b,Urban Dust,2009-02-23,4-Nitrophenanthrene,,Ref,0.51,0.02,0.49,0.53,0.01,ug,kg,M,,0.02,2.0
254,,SRM 1649b,Urban Dust,2009-02-23,4-Nitropyrene,1S/C16H9NO2/c18-17(19)14-9-12-5-1-3-10-7-8-11-4-2-6-13(14)16(11)15(10)12/h1-9H,Ref,5.5,0.1,5.4,5.6,0.05,ug,kg,M,,0.1,2.0
255,,SRM 1649b,Urban Dust,2009-02-23,5-Nitroacenaphthene,"1S/C12H9NO2/c14-13(15)11-7-6-9-5-4-8-2-1-3-10(11)12(8)9/h1-3,6-7H,4-5H2",Ref,3.1,0.1,3.0,3.2,0.05,ug,kg,M,,0.1,2.0
256,,SRM 1649b,Urban Dust,2009-02-23,6-Methylchrysene,"1S/C19H14/c1-13-12-19-16-8-3-2-6-14(16)10-11-18(19)17-9-5-4-7-15(13)17/h2-12H,1H3",Ref,0.153,0.007,0.146,0.16,0.0035,mg,kg,M,,0.007,2.0
257,,SRM 1649b,Urban Dust,2009-02-23,6-Nitrochrysene,1S/C18H11NO2/c20-19(21)18-11-17-13-6-2-1-5-12(13)9-10-15(17)14-7-3-4-8-16(14)18/h1-11H,Ref,3.8,0.1,3.6999999999999997,3.9,0.05,ug,kg,M,,0.1,2.0
258,,SRM 1649b,Urban Dust,2009-02-23,7-Nitrobenz[a]anthracene,,Ref,24.2,0.7,23.5,24.9,0.35,ug,kg,M,,0.7,2.0
259,,SRM 1649b,Urban Dust,2009-02-23,8-Methylfluoranthene,,Ref,0.23,0.006,0.224,0.23600000000000002,0.003,mg,kg,M,,0.006,2.0
260,,SRM 1649b,Urban Dust,2009-02-23,8-Nitrofluoranthene,1S/C16H9NO2/c18-17(19)11-7-8-12-13-5-1-3-10-4-2-6-14(16(10)13)15(12)9-11/h1-9H,Ref,8.5,0.1,8.4,8.6,0.05,ug,kg,M,,0.1,2.0
261,,SRM 1649b,Urban Dust,2009-02-23,9-Methylphenanthrene,"1S/C15H12/c1-11-10-12-6-2-3-8-14(12)15-9-5-4-7-13(11)15/h2-10H,1H3",Ref,0.351,0.097,0.254,0.44799999999999995,0.0485,mg,kg,M,,0.097,2.0
262,,SRM 1649b,Urban Dust,2009-02-23,9-Nitroanthracene,1S/C14H9NO2/c16-15(17)14-12-7-3-1-5-10(12)9-11-6-2-4-8-13(11)14/h1-9H,Ref,34.6,0.7,33.9,35.300000000000004,0.35,ug,kg,M,,0.7,2.0
263,,SRM 1649b,Urban Dust,2009-02-23,9-Nitrophenanthrene,1S/C14H9NO2/c16-15(17)14-9-10-5-1-2-6-11(10)12-7-3-4-8-13(12)14/h1-9H,Ref,1.8,0.1,1.7,1.9000000000000001,0.05,ug,kg,M,,0.1,2.0
264,,SRM 1649b,Urban Dust,2009-02-23,Acenaphthene,"1S/C12H10/c1-3-9-4-2-6-11-8-7-10(5-1)12(9)11/h1-6H,7-8H2",Ref,0.192,0.036,0.156,0.228,0.018,mg,kg,M,,0.036,2.0
265,,SRM 1649b,Urban Dust,2009-02-23,Acenaphthylene,"1S/C12H10/c1-3-9-4-2-6-11-8-7-10(5-1)12(9)11/h1-6H,7-8H2",Ref,0.184,0.026,0.158,0.21,0.013,mg,kg,M,,0.026,2.0
266,,SRM 1649b,Urban Dust,2009-02-23,alpha-HCH,"1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H/t1-,2-,3-,4-,5+,6+/m1/s1",Ref,13.4,2.1,11.3,15.5,1.05,ug,kg,M,,2.1,2.0
267,,SRM 1649b,Urban Dust,2009-02-23,Anthanthrene,,Cert,0.509,0.014,0.495,0.523,0.007,mg,kg,M,,0.014,2.0
268,,SRM 1649b,Urban Dust,2009-02-23,Anthracene,1S/C14H10/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-10H,Ref,0.403,0.002,0.401,0.405,0.001,mg,kg,M,,0.002,2.0
269,,SRM 1649b,Urban Dust,2009-02-23,Benz[a]anthracene,,Cert,2.092,0.048,2.044,2.14,0.024,mg,kg,M,,0.048,2.0
270,,SRM 1649b,Urban Dust,2009-02-23,Benzo[a]fluoranthene,,Ref,0.372,0.032,0.33999999999999997,0.404,0.016,mg,kg,M,,0.032,2.0
271,,SRM 1649b,Urban Dust,2009-02-23,Benzo[a]pyrene,,Cert,2.47,0.17,2.3000000000000003,2.64,0.085,mg,kg,M,,0.17,2.0
272,,SRM 1649b,Urban Dust,2009-02-23,Benzo[b]chrysene,,Ref,0.332,0.046,0.28600000000000003,0.378,0.023,mg,kg,M,,0.046,2.0
273,,SRM 1649b,Urban Dust,2009-02-23,Benzo[b]fluoranthene,,Cert,5.99,0.2,5.79,6.19,0.1,mg,kg,M,,0.2,2.0
274,,SRM 1649b,Urban Dust,2009-02-23,Benzo[c]chrysene,,Ref,0.083,0.001,0.082,0.084,0.0005,mg,kg,M,,0.001,2.0
275,,SRM 1649b,Urban Dust,2009-02-23,Benzo[c]phenanthrene,,Cert,0.449,0.014,0.435,0.463,0.007,mg,kg,M,,0.014,2.0
276,,SRM 1649b,Urban Dust,2009-02-23,Benzo[e]pyrene,,Cert,2.97,0.043,2.927,3.0130000000000003,0.0215,mg,kg,M,,0.043,2.0
